pickup_lat,pickup_lon,delivery_lat,delivery_lon,distance,weight,market_index,quote_signal,posted_rate,month,day_of_week,quarter,is_weekend,equip_Dry Van,equip_Flatbed,equip_Reefer
39.41104,-91.1245,42.80915,-76.89973,895.9,28385.0,0.92589,1.86425,1637.48,1,1,1,0,True,False,False
35.39918,-109.59792,33.07921,-119.79528,734.6,17512.0,0.89877,1.90732,1401.67,1,1,1,0,True,False,False
39.41104,-91.1245,43.96975,-71.05842,1268.8,28017.0,0.94148,2.10307,2631.02,1,1,1,0,False,False,True
35.29792,-87.18651,32.53273,-92.19519,408.4,29403.0,0.91683,2.50424,1018.19,1,1,1,0,False,False,True
39.27463,-69.5,39.22317,-72.9671,211.2,33202.0,0.95443,2.4889,524.94,1,1,1,0,True,False,False
41.70243,-89.85588,40.00674,-73.7984,1020.2,27769.0,0.9077,1.82548,1844.94,1,1,1,0,True,False,False
35.03488,-113.18895,34.27518,-92.06214,1377.2,22829.0,0.93932,1.88045,2598.03,1,1,1,0,True,False,False
33.60973,-82.29994,33.28832,-116.67935,2321.2,25297.0,0.89932,1.95523,4564.19,1,1,1,0,False,False,True
39.41104,-91.1245,44.30296,-87.52871,478.7,25490.0,0.93971,2.16733,1042.78,1,1,1,0,False,True,False
33.28832,-116.67935,39.6218,-88.48008,1849.3,20646.0,0.91972,1.73007,3220.93,1,1,1,0,True,False,False
39.55328,-72.18051,40.00674,-73.7984,129.8,25664.0,0.90504,2.60732,343.19,1,1,1,0,False,True,False
35.29479,-88.08915,36.99152,-84.99876,263.5,25091.0,0.92403,2.52378,652.62,1,1,1,0,False,True,False
33.28832,-116.67935,34.84933,-86.2894,1999.3,20150.0,0.91979,1.89106,3827.12,1,1,1,0,False,False,True
30.50134,-92.65374,43.438,-86.29173,1137.5,35679.0,0.90083,2.17489,2480.25,1,1,1,0,False,False,True
31.98691,-84.48897,31.80442,-88.25195,282.5,36513.0,0.91993,2.38114,670.66,1,1,1,0,True,False,False
33.17137,-104.36789,42.80915,-76.89973,1925.3,40247.0,0.91384,1.78428,3437.66,1,1,1,0,True,False,False
28.56624,-116.70249,36.99152,-84.99876,2209.7,32957.0,0.92267,1.99481,4441.88,1,1,1,0,False,False,True
37.37287,-69.5,33.28832,-116.67935,3069.8,31717.0,0.88416,1.9578,6074.23,1,1,1,0,False,False,True
34.6357,-83.28506,41.31561,-85.36206,569.1,24383.0,0.89483,2.19755,1242.94,1,1,1,0,False,False,True
33.28832,-116.67935,37.15706,-86.77499,2028.9,15304.0,0.91065,1.76375,3580.9,1,1,1,0,True,False,False
35.03488,-113.18895,43.61923,-84.04517,1923.1,44367.0,0.93706,1.80748,3424.0,1,1,1,0,True,False,False
39.6218,-88.48008,33.60973,-82.29994,641.6,17583.0,0.86833,1.91186,1232.0,1,1,1,0,True,False,False
38.09122,-76.78906,39.41104,-91.1245,906.7,15758.0,0.9013,2.04579,1841.79,1,1,1,0,False,False,True
36.99152,-84.99876,28.75668,-115.87725,2203.0,30701.0,0.90462,1.73648,3842.98,1,1,1,0,True,False,False
36.99152,-84.99876,30.71157,-94.7655,842.2,20366.0,0.95558,2.07595,1741.99,1,1,1,0,False,True,False
39.87206,-85.62931,29.50969,-98.40059,1245.0,27451.0,0.92127,1.91181,2366.75,1,1,1,0,True,False,False
41.31561,-85.36206,31.37602,-86.10743,817.9,30998.0,0.96877,2.01762,1642.27,1,1,1,0,True,False,False
40.00674,-73.7984,35.98195,-82.78379,677.4,24712.0,0.92023,1.9286,1304.11,1,1,1,0,True,False,False
43.438,-86.29173,43.96975,-71.05842,888.1,38461.0,0.88739,2.05721,1796.02,1,1,1,0,False,True,False
37.36588,-87.47153,41.97663,-84.45902,429.7,24225.0,0.90288,2.17587,928.57,1,1,1,0,False,True,False
38.87577,-77.05086,35.98195,-82.78379,435.0,44318.0,0.9249,2.42585,1070.62,1,1,1,0,False,False,True
32.54628,-92.31888,40.00674,-73.7984,1326.8,20454.0,0.91627,1.75781,2346.01,1,1,1,0,True,False,False
39.55328,-72.18051,32.54628,-92.31888,1398.7,39326.0,0.87743,2.06401,2849.67,1,1,1,0,False,True,False
35.39918,-109.59792,35.29479,-88.08915,1416.0,24857.0,0.96228,1.73774,2473.94,1,1,1,0,True,False,False
36.99152,-84.99876,30.71157,-94.7655,835.0,31286.0,0.93771,2.0401,1683.64,1,1,1,0,True,False,False
33.28832,-116.67935,29.50969,-98.40059,1279.1,26384.0,0.91286,1.87464,2415.08,1,1,1,0,True,False,False
33.17137,-104.36789,33.45794,-86.72789,1207.5,29043.0,0.90669,1.92996,2322.97,1,1,1,0,True,False,False
40.00674,-73.7984,44.30296,-87.52871,913.8,31655.0,0.89631,1.9016,1703.5,1,1,1,0,True,False,False
35.29479,-88.08915,33.45894,-94.78556,489.7,33814.0,0.91755,2.35504,1161.23,1,1,1,0,False,True,False
38.52567,-88.85948,39.55328,-72.18051,1104.9,46553.0,0.9389,1.88152,2105.91,1,1,1,0,True,False,False
30.50134,-92.65374,28.75668,-115.87725,1638.9,30154.0,0.92514,1.89324,3021.34,1,1,1,0,True,False,False
41.31561,-85.36206,44.30296,-87.52871,283.8,28309.0,0.91319,2.1583,618.64,1,1,1,0,True,False,False
41.31561,-85.36206,43.438,-86.29173,207.1,37918.0,0.94633,2.62329,533.88,1,1,1,0,False,False,True
37.15706,-86.77499,28.75668,-115.87725,2085.2,18821.0,0.85897,1.65141,3467.97,1,1,1,0,True,False,False
35.98195,-82.78379,39.87206,-85.62931,376.9,41018.0,0.93681,2.22688,837.58,1,1,1,0,True,False,False
39.71695,-78.12481,38.87577,-77.05086,93.8,26949.0,0.90936,2.55491,238.84,1,1,1,0,True,False,False
41.31561,-85.36206,38.38204,-89.88819,375.5,28451.0,0.93494,2.10774,790.12,1,1,1,0,True,False,False
34.27518,-92.06214,37.36588,-87.47153,410.8,27911.0,0.90451,2.21896,914.16,1,1,1,0,True,False,False
30.92733,-113.23037,38.52567,-88.85948,1705.2,35947.0,0.91742,1.81273,3084.05,1,1,1,0,True,False,False
30.50134,-92.65374,39.54838,-118.64843,1862.9,43786.0,0.93245,2.01283,3737.81,1,1,1,0,False,False,True
44.30296,-87.52871,34.15334,-79.74475,955.0,33248.0,0.82691,1.96609,1855.48,1,1,1,0,True,False,False
35.56802,-89.52871,29.87534,-99.85456,852.7,20321.0,0.89549,1.96345,1688.36,1,1,1,0,True,False,False
30.92733,-113.23037,31.80442,-88.25195,1715.9,24801.0,0.88725,1.78098,3041.95,1,1,1,0,True,False,False
39.71695,-78.12481,39.22317,-72.9671,324.1,26912.0,0.94607,2.05127,667.74,1,1,1,0,True,False,False
42.80915,-76.89973,34.6357,-83.28506,759.3,47500.0,0.90421,1.97677,1497.64,1,1,1,0,True,False,False
33.28832,-116.67935,31.98691,-84.48897,2197.9,30268.0,0.91636,1.80541,3957.2,1,1,1,0,True,False,False
41.70243,-89.85588,33.31075,-110.3123,1471.9,34210.0,0.91421,2.09299,3125.04,1,1,1,0,False,False,True
30.92733,-113.23037,41.67681,-78.56704,2327.4,33967.0,0.89738,1.76611,4107.17,1,1,1,0,True,False,False
31.98691,-84.48897,35.29792,-87.18651,325.5,31254.0,0.95818,2.35674,762.7,1,1,1,0,True,False,False
39.71695,-78.12481,43.96975,-71.05842,566.7,21480.0,0.94349,1.93134,1099.94,1,1,1,0,True,False,False
37.37287,-69.5,31.88294,-98.58097,1962.4,38680.0,0.89307,1.88029,3710.0,1,1,1,0,True,False,False
35.37376,-77.47605,31.37602,-86.10743,692.2,30224.0,0.91359,1.98341,1388.93,1,1,1,0,True,False,False
39.6218,-88.48008,43.438,-86.29173,357.5,14677.0,0.90656,2.1435,758.54,1,1,1,0,True,False,False
37.15706,-86.77499,42.80915,-76.89973,768.2,28975.0,0.94296,2.06353,528.37,1,1,1,0,False,True,False
39.27463,-69.5,34.27518,-92.06214,1521.0,33259.0,0.94006,1.99469,3080.85,1,1,1,0,False,True,False
28.61374,-95.89569,31.80442,-88.25195,588.5,35578.0,0.90137,2.45524,1442.79,1,1,1,0,False,False,True
43.438,-86.29173,33.28832,-116.67935,2057.4,40710.0,0.88929,1.97619,4108.43,1,1,1,0,False,False,True
41.70243,-89.85588,29.87534,-99.85456,1189.3,38930.0,0.93265,2.12726,2553.35,1,1,1,0,False,True,False
41.97663,-84.45902,30.92733,-113.23037,2041.7,24878.0,0.91081,1.85096,3801.0,1,1,1,0,False,True,False
29.87534,-99.85456,40.00674,-73.7984,1869.0,28243.0,0.94126,1.74901,3310.19,1,1,1,0,True,False,False
39.41104,-91.1245,39.54838,-118.64843,1732.7,35967.0,0.93791,1.98018,3367.68,1,1,1,0,False,True,False
28.35765,-86.94782,35.29479,-88.08915,569.6,29438.0,0.9485,2.0658,1173.12,1,1,1,0,True,False,False
35.39918,-109.59792,40.00674,-73.7984,2342.0,24317.0,0.95016,1.69629,3969.04,1,1,1,0,True,False,False
37.15706,-86.77499,39.41104,-91.1245,354.4,31356.0,0.94375,2.23347,796.57,1,1,1,0,True,False,False
38.87577,-77.05086,32.53273,-92.19519,1134.1,21124.0,0.93748,1.89784,2203.28,1,1,1,0,False,True,False
38.09122,-76.78906,39.41104,-91.1245,904.9,25233.0,0.93584,2.01145,1826.56,1,1,1,0,False,True,False
42.80915,-76.89973,31.83025,-94.38343,1389.5,30832.0,0.90861,1.77945,2501.89,1,1,1,0,True,False,False
28.61374,-95.89569,34.84933,-86.2894,837.2,29557.0,0.93141,2.05561,1680.83,1,1,1,0,True,False,False
33.45894,-94.78556,35.29792,-87.18651,545.3,31506.0,0.91475,2.12803,1159.96,1,1,1,0,True,False,False
35.56802,-89.52871,39.41104,-91.1245,347.6,31230.0,0.91651,2.27323,787.47,1,1,1,0,True,False,False
31.98691,-84.48897,35.39918,-109.59792,1715.1,35126.0,0.89753,1.98307,3378.04,1,1,1,0,True,False,False
30.92733,-113.23037,34.84933,-86.2894,1878.9,36923.0,0.9296,2.02413,3908.5,1,1,1,0,False,False,True
31.98691,-84.48897,34.6357,-83.28506,249.5,38956.0,0.93942,2.44575,608.72,1,1,1,0,True,False,False
39.55328,-72.18051,34.27518,-92.06214,1330.2,30832.0,0.93322,1.98915,2604.21,1,1,1,0,False,True,False
41.67681,-78.56704,34.6357,-83.28506,660.5,42639.0,0.86763,1.94361,1318.11,1,1,1,0,True,False,False
39.55328,-72.18051,32.54628,-92.31888,1453.3,42376.0,0.92948,1.8731,2756.86,1,1,1,0,True,False,False
32.54628,-92.31888,41.67681,-78.56704,1188.4,25230.0,0.93921,1.82141,2202.94,1,1,1,0,True,False,False
43.438,-86.29173,29.50969,-98.40059,1353.9,23007.0,0.93681,1.80772,2456.04,1,1,1,0,True,False,False
31.80442,-88.25195,32.53273,-92.19519,304.5,23260.0,0.92301,2.38949,731.12,1,1,1,0,True,False,False
43.96975,-71.05842,31.37602,-86.10743,1410.3,28702.0,0.9222,1.76902,2521.53,1,1,1,0,True,False,False
33.28832,-116.67935,39.41104,-91.1245,1720.0,28982.0,0.95677,1.79405,3064.61,1,1,1,0,True,False,False
28.61374,-95.89569,39.27463,-69.5,1983.0,19881.0,0.92554,1.80929,3581.07,1,1,1,0,True,False,False
30.71157,-94.7655,44.30296,-87.52871,1182.0,37274.0,0.95608,2.21762,2585.26,1,1,1,0,False,False,True
32.54628,-92.31888,39.55328,-72.18051,1451.4,38981.0,0.9373,2.07398,3022.98,1,1,1,0,False,True,False
35.39918,-109.59792,43.96975,-71.05842,2410.1,31060.0,0.90017,1.87594,4553.61,1,1,1,0,False,False,True
35.29792,-87.18651,28.61374,-95.89569,828.3,27111.0,0.94469,1.97113,1640.2,1,1,1,0,True,False,False
34.84933,-86.2894,38.16908,-72.74564,943.8,20582.0,0.90375,1.97474,1852.14,1,1,1,0,False,True,False
35.37376,-77.47605,35.03488,-113.18895,2283.5,29920.0,0.96632,1.80269,4101.65,1,1,1,0,True,False,False
36.99152,-84.99876,33.31075,-110.3123,1677.3,36272.0,0.90303,1.98754,3415.61,1,1,1,0,False,False,True
34.27518,-92.06214,30.50134,-92.65374,328.0,34685.0,0.92081,2.72,898.46,1,1,1,0,False,False,True
28.75668,-115.87725,38.52567,-88.85948,2016.2,23525.0,0.89586,1.93012,3802.73,1,1,1,0,False,True,False
31.83025,-94.38343,33.28832,-116.67935,1512.7,29677.0,0.91294,2.04785,3098.29,1,1,1,0,False,True,False
33.07921,-119.79528,33.45894,-94.78556,1680.3,25256.0,0.92703,1.82397,3103.67,1,1,1,0,True,False,False
39.54838,-118.64843,35.29479,-88.08915,1949.4,23523.0,0.87868,1.73456,3331.58,1,1,1,0,True,False,False
33.07921,-119.79528,41.70243,-89.85588,2069.5,44884.0,0.94091,1.9482,4084.99,1,1,1,0,False,True,False
34.6357,-83.28506,37.36588,-87.47153,379.0,23181.0,0.97312,2.47136,286.44,1,1,1,0,False,False,True
42.80915,-76.89973,33.28832,-116.67935,2544.6,29228.0,0.90869,1.8076,4643.22,1,1,1,0,False,True,False
28.56624,-116.70249,38.87577,-77.05086,2770.5,36315.0,0.86666,1.9207,5276.65,1,1,1,0,False,True,False
33.22353,-115.24994,34.84933,-86.2894,1938.9,32602.0,0.93658,1.8068,3510.32,1,1,1,0,True,False,False
39.55328,-72.18051,35.03488,-113.18895,2577.0,28898.0,0.90746,1.90738,4872.07,1,1,1,0,False,False,True
35.03488,-113.18895,36.99152,-84.99876,1763.6,47500.0,0.91743,1.94552,3391.89,1,1,1,0,True,False,False
29.50969,-98.40059,39.41104,-91.1245,952.8,31923.0,0.94854,1.99906,1915.24,1,1,1,0,True,False,False
34.6357,-83.28506,31.88294,-98.58097,1065.5,41344.0,0.86685,2.29273,2414.74,1,1,1,0,False,False,True
39.71695,-78.12481,33.22353,-115.24994,2481.5,33635.0,0.96677,1.76462,4385.38,1,1,1,0,True,False,False
35.98195,-82.78379,29.87534,-99.85456,1243.9,26943.0,0.90268,1.92977,2399.49,1,1,1,0,True,False,False
36.99152,-84.99876,38.52567,-88.85948,293.9,28552.0,0.94657,2.34954,688.39,1,1,1,0,True,False,False
34.15334,-79.74475,38.09122,-76.78906,385.9,32114.0,0.91361,2.18161,831.77,1,1,1,0,True,False,False
39.54838,-118.64843,31.98691,-84.48897,2281.1,13362.0,0.92371,1.76143,4012.01,1,1,1,0,False,True,False
35.56802,-89.52871,42.80915,-76.89973,1008.0,34230.0,0.90239,2.19472,2161.07,1,1,1,0,False,False,True
32.54628,-92.31888,41.31561,-85.36206,833.7,17228.0,0.8718,1.83406,1546.61,1,1,1,0,True,False,False
31.83025,-94.38343,35.29479,-88.08915,537.8,25241.0,0.94564,2.39989,1279.76,1,1,1,0,False,False,True
33.31075,-110.3123,31.37602,-86.10743,1686.3,30780.0,0.93121,2.04699,3517.3,1,1,1,0,False,False,True
31.37602,-86.10743,38.52567,-88.85948,612.0,25036.0,0.98177,2.06031,1239.59,1,1,1,0,True,False,False
31.37602,-86.10743,43.96975,-71.05842,1397.7,20568.0,0.90293,1.96227,2725.36,1,1,1,0,False,False,True
43.61923,-84.04517,42.80915,-76.89973,440.8,31467.0,0.85504,1.9304,860.78,1,1,1,0,True,False,False
37.36588,-87.47153,33.17137,-104.36789,1176.3,17056.0,0.92824,1.83098,2158.95,1,1,1,0,True,False,False
35.03488,-113.18895,35.39918,-109.59792,252.4,31779.0,0.91765,2.72,688.77,1,1,1,0,False,False,True
28.56624,-116.70249,35.39918,-109.59792,741.1,28474.0,0.88433,1.92128,1434.53,1,1,1,0,True,False,False
39.55328,-72.18051,33.07921,-119.79528,3064.0,34067.0,0.89981,1.79126,5566.79,1,1,1,0,False,True,False
40.00674,-73.7984,33.28832,-116.67935,2769.0,45154.0,0.86915,1.73096,4841.19,1,1,1,0,True,False,False
35.39918,-109.59792,39.6218,-88.48008,1446.4,39823.0,0.90053,2.14047,3034.61,1,1,1,0,False,False,True
35.29792,-87.18651,39.6218,-88.48008,373.4,23098.0,0.89437,2.12191,786.82,1,1,1,0,True,False,False
35.29479,-88.08915,37.15706,-86.77499,202.7,35141.0,0.93333,2.4817,511.71,1,1,1,0,True,False,False
35.29479,-88.08915,29.50969,-98.40059,866.6,29036.0,0.88752,2.25756,1973.91,1,1,1,0,False,False,True
42.80915,-76.89973,30.92733,-113.23037,2440.9,34055.0,0.93557,1.67787,4200.28,1,1,1,0,True,False,False
30.50134,-92.65374,40.00674,-73.7984,1418.6,38591.0,0.84966,1.81371,2602.06,1,1,1,0,True,False,False
28.35765,-86.94782,33.60973,-82.29994,545.8,24536.0,0.91395,2.12838,1158.3,1,1,1,0,True,False,False
39.22317,-72.9671,43.61923,-84.04517,761.6,40678.0,0.94665,1.98251,1484.67,1,1,1,0,True,False,False
28.56624,-116.70249,36.99152,-84.99876,2276.4,33080.0,0.95397,1.9132,4391.76,1,1,1,0,False,True,False
33.07921,-119.79528,41.67681,-78.56704,2705.7,25276.0,0.95324,1.75053,4765.31,1,1,1,0,False,True,False
41.97663,-84.45902,40.00674,-73.7984,672.5,18182.0,0.92182,1.83321,1244.55,1,1,1,0,True,False,False
31.80442,-88.25195,37.36588,-87.47153,466.9,25851.0,0.90749,2.07823,970.56,1,1,1,0,True,False,False
41.67681,-78.56704,38.87577,-77.05086,256.2,31104.0,0.99758,2.23009,572.96,1,2,1,0,True,False,False
29.50969,-98.40059,33.28832,-116.67935,1294.6,47500.0,1.00952,2.18094,2859.97,1,2,1,0,False,False,True
28.35765,-86.94782,33.45794,-86.72789,425.3,34328.0,0.9939,2.43674,1037.11,1,2,1,0,False,True,False
41.31561,-85.36206,30.92733,-113.23037,1951.1,23010.0,1.00786,1.72046,3419.54,1,2,1,0,True,False,False
30.50134,-92.65374,37.36588,-87.47153,645.2,18580.0,1.00615,2.17303,1406.63,1,2,1,0,False,True,False
39.41104,-91.1245,35.56802,-89.52871,361.4,26470.0,1.00267,2.41336,869.2,1,2,1,0,False,True,False
32.53273,-92.19519,36.99152,-84.99876,588.1,46933.0,1.01557,2.29124,1332.74,1,2,1,0,True,False,False
32.54628,-92.31888,39.87206,-85.62931,761.7,25685.0,1.0061275,1.97109,1501.57,1,2,1,0,True,False,False
35.29792,-87.18651,33.31075,-110.3123,1586.1,40357.0,1.05039,1.91839,3072.93,1,2,1,0,True,False,False
29.39553,-99.6978,35.29479,-88.08915,962.0,29237.0,1.00228,2.03001,1931.59,1,2,1,0,True,False,False
39.55328,-72.18051,35.98195,-82.78379,769.5,31945.0,1.00703,2.25536,1713.58,1,2,1,0,False,False,True
28.75668,-115.87725,34.15334,-79.74475,2505.2,35437.0,1.01404,2.01129,4951.29,1,2,1,0,False,False,True
28.35765,-86.94782,43.438,-86.29173,1171.2,34987.0,1.00944,1.95909,2263.04,1,2,1,0,True,False,False
30.92733,-113.23037,31.88294,-98.58097,1034.3,27985.0,0.99506,1.93057,2002.21,1,2,1,0,True,False,False
36.99152,-84.99876,31.98691,-84.48897,398.7,33726.0,1.0058,2.40523,955.49,1,2,1,0,False,True,False
30.50134,-92.65374,28.75668,-115.87725,1667.2,33558.0,1.01859,1.91769,3161.34,1,2,1,0,True,False,False
28.56624,-116.70249,35.29792,-87.18651,2101.1,36882.0,0.98247,2.05037,4262.97,1,2,1,0,False,True,False
30.50134,-92.65374,43.96975,-71.05842,1765.3,35374.0,0.98405,1.83365,3235.91,1,2,1,0,True,False,False
39.6218,-88.48008,33.17137,-104.36789,1159.9,26676.0,0.99746,1.88232,2202.37,1,2,1,0,True,False,False
31.98691,-84.48897,39.6218,-88.48008,681.4,40543.0,1.03003,2.13888,1451.11,1,2,1,0,True,False,False
33.17137,-104.36789,30.50134,-92.65374,835.0,25924.0,0.96062,1.99583,1685.19,1,2,1,0,True,False,False
28.75668,-115.87725,34.15334,-79.74475,2527.9,36840.0,1.03241,2.07342,5504.644979919679,1,2,1,0,False,False,True
28.75668,-115.87725,31.98691,-84.48897,2174.9,24101.0,0.99591,1.95953,4276.65,1,2,1,0,False,False,True
39.55328,-72.18051,33.45894,-94.78556,1554.6,23651.0,1.04167,1.76911,2793.3,1,2,1,0,True,False,False
41.97663,-84.45902,31.98691,-84.48897,807.2,33203.0,1.01084,2.14597,1733.26,1,2,1,0,False,True,False
35.1967,-121.69849,33.60973,-82.29994,2600.9,10353.0,0.973,1.91675,4964.77,1,2,1,0,False,False,True
39.71695,-78.12481,35.37376,-77.47605,378.0,28176.0,1.01822,2.25879,859.43,1,2,1,0,False,True,False
34.15334,-79.74475,37.37287,-69.5,725.3,38064.0,1.0189,2.06389,1498.84,1,2,1,0,True,False,False
43.61923,-84.04517,30.50134,-92.65374,1188.7,34440.0,0.97759,2.03486,2369.98,1,2,1,0,False,True,False
33.28832,-116.67935,38.09122,-76.78906,2679.2,38713.0,1.05124,1.82678,4758.39,1,2,1,0,True,False,False
39.27463,-69.5,35.1967,-121.69849,3279.9,16723.0,1.03,1.65842,5431.75,1,2,1,0,True,False,False
39.55328,-72.18051,40.00674,-73.7984,109.6,24071.0,0.96851,2.7023,294.77,1,2,1,0,False,True,False
36.99152,-84.99876,33.07921,-119.79528,2345.9,34355.0,0.98844,1.97699,4673.09,1,2,1,0,False,False,True
39.22317,-72.9671,34.15334,-79.74475,628.9,43017.0,1.00572,2.24412,1417.6,1,2,1,0,False,True,False
33.28832,-116.67935,42.80915,-76.89973,2571.7,20988.0,1.05946,1.66813,4285.92,1,2,1,0,True,False,False
38.87577,-77.05086,29.87534,-99.85456,1661.5,38008.0,0.98662,2.03236,3388.72,1,2,1,0,False,True,False
34.84933,-86.2894,35.29792,-87.18651,81.7,34659.0,1.01767,2.72,251.12,1,2,1,0,False,True,False
42.80915,-76.89973,31.88294,-98.58097,1672.3,24499.0,1.01584,1.85326,3118.24,1,2,1,0,True,False,False
28.56624,-116.70249,39.55328,-72.18051,3110.8,32558.0,0.98873,1.73545,5349.17,1,2,1,0,True,False,False
34.6357,-83.28506,34.27518,-92.06214,581.2,40250.0,0.98411,2.51064,1437.94,1,2,1,0,False,False,True
41.97663,-84.45902,39.71695,-78.12481,436.5,39719.0,1.02613,2.37492,1029.93,1,2,1,0,False,False,True
37.37287,-69.5,34.84933,-86.2894,1123.7,31165.0,1.04214,1.88477,2134.0,1,2,1,0,True,False,False
42.80915,-76.89973,35.03488,-113.18895,2426.9,11274.0,1.01523,1.70246,4137.21,1,2,1,0,False,True,False
39.87206,-85.62931,33.31075,-110.3123,1692.7,35095.0,1.03426,1.94091,3361.76,1,2,1,0,False,True,False
37.15706,-86.77499,33.45794,-86.72789,311.6,33573.0,1.01995,2.40356,749.74,1,2,1,0,True,False,False
39.55328,-72.18051,35.39918,-109.59792,2337.5,22153.0,0.99512,1.78336,4264.12,1,2,1,0,False,True,False
32.54628,-92.31888,34.15334,-79.74475,847.5,32217.0,1.01579,2.22971,1899.76,1,2,1,0,False,True,False
30.50134,-92.65374,43.438,-86.29173,1128.1,20594.0,0.96697,1.75095,1989.82,1,2,1,0,True,False,False
32.54628,-92.31888,35.29479,-88.08915,379.3,32384.0,1.01893,2.36844,898.48,1,2,1,0,True,False,False
31.80442,-88.25195,31.98691,-84.48897,269.7,23021.0,0.98711,2.26689,604.73,1,2,1,0,True,False,False
32.54628,-92.31888,31.37602,-86.10743,449.1,27877.0,0.95665,2.52131,1128.75,1,2,1,0,False,False,True
28.35765,-86.94782,34.6357,-83.28506,576.3,47500.0,1.0464,2.45352,1440.52,1,2,1,0,False,False,True
31.98691,-84.48897,33.28832,-116.67935,2217.0,47500.0,1.04909,1.87014,4240.27,1,2,1,0,True,False,False
33.28832,-116.67935,37.15706,-86.77499,1990.5,40905.0,0.98626,1.96224,3979.29,1,2,1,0,False,True,False
33.28832,-116.67935,29.87534,-99.85456,1197.7,28126.0,1.02617,1.91496,2274.59,1,2,1,0,True,False,False
33.28832,-116.67935,39.41104,-91.1245,1685.7,35609.0,1.017,1.8531,3134.64,1,2,1,0,True,False,False
35.98195,-82.78379,37.37287,-69.5,869.8,26331.0,0.99169,1.86914,1632.45,1,2,1,0,True,False,False
29.87534,-99.85456,28.75668,-115.87725,1144.3,34123.0,0.99087,1.96365,2251.09,1,2,1,0,True,False,False
39.55328,-72.18051,35.98195,-82.78379,736.8,33357.0,1.0076,2.18982,1615.16,1,2,1,0,False,True,False
28.56624,-116.70249,28.61374,-95.89569,1490.5,28382.0,1.01369,1.94495,2805.49,1,2,1,0,True,False,False
38.09122,-76.78906,34.15334,-79.74475,377.5,27627.0,1.02067,2.39688,903.93,1,2,1,0,False,False,True
29.39553,-99.6978,28.61374,-95.89569,283.3,22156.0,1.017,2.55062,725.27,1,2,1,0,False,True,False
44.30296,-87.52871,41.67681,-78.56704,573.1,28851.0,0.96471,2.05542,1174.16,1,2,1,0,False,True,False
39.22317,-72.9671,31.88294,-98.58097,1773.3,30942.0,1.05296,1.86406,3310.71,1,2,1,0,True,False,False
36.99152,-84.99876,33.28832,-116.67935,2110.6,28782.0,1.06172,1.78874,3820.86,1,2,1,0,True,False,False
34.15334,-79.74475,42.80915,-76.89973,734.4,28691.0,0.9847,2.161,1570.06,1,2,1,0,False,False,True
33.07921,-119.79528,30.50134,-92.65374,1855.9,45492.0,1.01382,2.18165,4036.49,1,2,1,0,False,False,True
37.37287,-69.5,41.97663,-84.45902,1011.2,34880.0,1.02532,1.96385,1954.44,1,2,1,0,True,False,False
44.30296,-87.52871,34.84933,-86.2894,789.1,28603.0,1.0229,1.98107,1562.36,1,2,1,0,True,False,False
35.39918,-109.59792,43.96975,-71.05842,2441.4,25460.0,1.00052,1.8471,4632.8,1,2,1,0,False,False,True
41.67681,-78.56704,29.39553,-99.6978,1726.6,35643.0,1.01787,1.82785,3145.25,1,2,1,0,True,False,False
31.88294,-98.58097,29.87534,-99.85456,193.9,9196.0,0.99302,2.50522,487.15,1,2,1,0,True,False,False
32.54628,-92.31888,35.37376,-77.47605,1007.5,32375.0,1.00838,1.98989,2005.78,1,2,1,0,True,False,False
31.88294,-98.58097,33.60973,-82.29994,1159.0,26368.0,1.04378,1.95852,2241.78,1,2,1,0,True,False,False
33.07921,-119.79528,30.92733,-113.23037,522.0,41445.0,1.0162,2.22106,1147.59,1,2,1,0,True,False,False
34.15334,-79.74475,39.41104,-91.1245,852.4,27083.0,1.0034,1.95438,1650.06,1,2,1,0,True,False,False
34.84933,-86.2894,41.67681,-78.56704,746.5,37433.0,1.02885,1.9979,1528.67,1,2,1,0,True,False,False
40.00674,-73.7984,38.52567,-88.85948,986.7,28678.0,0.97861,2.15908,2129.42,1,2,1,0,False,False,True
32.54628,-92.31888,29.50969,-98.40059,491.6,38751.0,1.00608,2.32331,1144.18,1,2,1,0,True,False,False
33.17137,-104.36789,33.28832,-116.67935,836.9,45097.0,1.00397,2.04044,1715.78,1,2,1,0,True,False,False
31.88294,-98.58097,30.50134,-92.65374,435.5,23011.0,0.99061,2.34524,1013.36,1,2,1,0,False,True,False
35.56802,-89.52871,39.55328,-72.18051,1143.0,30472.0,1.00172,2.00923,2317.19,1,2,1,0,False,True,False
28.35765,-86.94782,41.97663,-84.45902,1112.7,30245.0,0.99307,1.88528,2076.61,1,2,1,0,True,False,False
35.37376,-77.47605,39.22317,-72.9671,450.7,41817.0,1.03393,2.50056,1128.91,1,2,1,0,False,False,True
35.1967,-121.69849,37.15706,-86.77499,2285.5,30266.0,1.03296,1.73822,3989.74,1,2,1,0,True,False,False
33.60973,-82.29994,36.99152,-84.99876,345.5,27849.0,1.04703,2.29629,783.67,1,2,1,0,True,False,False
31.37602,-86.10743,42.80915,-76.89973,1118.5,27165.0,1.03292,1.84499,2069.06,1,2,1,0,True,False,False
29.50969,-98.40059,35.1967,-121.69849,1637.5,24623.0,0.97713,1.8841,3157.23,1,2,1,0,False,True,False
